6.0484 	INFO 	Loaded monitor calibration from ['2024_08_16 01:13']
1520.2314 	EXP 	Sound sound_1 reached end of file
1520.2477 	EXP 	Sound sound_1 started
1520.5446 	EXP 	Sound sound_1 stopped
1520.5631 	EXP 	text: autoDraw = True
1520.5631 	EXP 	textbox: autoDraw = True
1521.4654 	DATA 	Keypress: 5
1521.6739 	DATA 	Keypress: 0
1521.8568 	DATA 	Keypress: 0
1522.9240 	DATA 	Mouse: Left button down, pos=(964,190)
1522.9331 	EXP 	New trial (rep=22, index=6): <Trial 270 (6 in rep 22) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 270, 'thisTrialN': 6, 'thisRepN': 22}>
1522.9474 	EXP 	text: autoDraw = False
1522.9474 	EXP 	textbox: autoDraw = False
1522.9474 	EXP 	polygon: autoDraw = True
1523.1336 	DATA 	Mouse:  Left button up, pos=(964,190)
1523.9479 	INFO 	Keyboard events cleared
1523.9472 	EXP 	polygon: autoDraw = False
1523.9472 	EXP 	polygon_2: autoDraw = True
1524.8864 	DATA 	Keypress: space
1524.8974 	EXP 	polygon: autoDraw = False
1524.8974 	EXP 	polygon_2: autoDraw = False
1525.5809 	EXP 	Sound sound_1 reached end of file
1525.5972 	EXP 	Sound sound_1 started
1525.8947 	EXP 	Sound sound_1 stopped
1525.9112 	EXP 	text: autoDraw = True
1525.9112 	EXP 	textbox: autoDraw = True
1525.9986 	DATA 	Keypress: 3
1526.3080 	DATA 	Keypress: 0
1526.5754 	DATA 	Keypress: 0
1527.6738 	DATA 	Mouse: Left button down, pos=(964,190)
1527.6831 	EXP 	New trial (rep=22, index=7): <Trial 271 (7 in rep 22) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 271, 'thisTrialN': 7, 'thisRepN': 22}>
1527.6973 	EXP 	text: autoDraw = False
1527.6973 	EXP 	textbox: autoDraw = False
1527.6973 	EXP 	polygon: autoDraw = True
1527.8831 	DATA 	Mouse:  Left button up, pos=(964,190)
1528.6972 	INFO 	Keyboard events cleared
1528.6968 	EXP 	polygon: autoDraw = False
1528.6968 	EXP 	polygon_2: autoDraw = True
1529.3330 	DATA 	Keypress: space
1529.3468 	EXP 	polygon: autoDraw = False
1529.3468 	EXP 	polygon_2: autoDraw = False
1529.7305 	EXP 	Sound sound_1 reached end of file
1529.7470 	EXP 	Sound sound_1 started
1530.0450 	EXP 	Sound sound_1 stopped
1530.0631 	EXP 	text: autoDraw = True
1530.0631 	EXP 	textbox: autoDraw = True
1530.5939 	DATA 	Keypress: 4
1530.8075 	DATA 	Keypress: 0
1530.9898 	DATA 	Keypress: 0
1531.9232 	DATA 	Mouse: Left button down, pos=(964,190)
1531.9326 	EXP 	New trial (rep=22, index=8): <Trial 272 (8 in rep 22) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 272, 'thisTrialN': 8, 'thisRepN': 22}>
1531.9467 	EXP 	text: autoDraw = False
1531.9467 	EXP 	textbox: autoDraw = False
1531.9467 	EXP 	polygon: autoDraw = True
1532.1337 	DATA 	Mouse:  Left button up, pos=(964,190)
1532.9474 	INFO 	Keyboard events cleared
1532.9467 	EXP 	polygon: autoDraw = False
1532.9467 	EXP 	polygon_2: autoDraw = True
1533.2520 	DATA 	Keypress: space
1533.2635 	EXP 	polygon: autoDraw = False
1533.2635 	EXP 	polygon_2: autoDraw = False
1533.9473 	EXP 	Sound sound_1 reached end of file
1533.9635 	EXP 	Sound sound_1 started
1534.2655 	EXP 	Sound sound_1 stopped
1534.2841 	EXP 	text: autoDraw = True
1534.2841 	EXP 	textbox: autoDraw = True
1534.7257 	DATA 	Keypress: 6
1534.9405 	DATA 	Keypress: 0
1535.1477 	DATA 	Keypress: 0
1536.2810 	DATA 	Mouse: Left button down, pos=(964,190)
1536.2835 	EXP 	New trial (rep=22, index=9): <Trial 273 (9 in rep 22) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 273, 'thisTrialN': 9, 'thisRepN': 22}>
1536.2966 	EXP 	text: autoDraw = False
1536.2966 	EXP 	textbox: autoDraw = False
1536.2966 	EXP 	polygon: autoDraw = True
1536.4996 	DATA 	Mouse:  Left button up, pos=(964,190)
1537.2975 	INFO 	Keyboard events cleared
1537.2966 	EXP 	polygon: autoDraw = False
1537.2966 	EXP 	polygon_2: autoDraw = True
1537.6360 	DATA 	Keypress: space
1537.6467 	EXP 	polygon: autoDraw = False
1537.6467 	EXP 	polygon_2: autoDraw = False
1538.0304 	EXP 	Sound sound_1 reached end of file
1538.0468 	EXP 	Sound sound_1 started
1538.3447 	EXP 	Sound sound_1 stopped
1538.3634 	EXP 	text: autoDraw = True
1538.3634 	EXP 	textbox: autoDraw = True
1538.6425 	DATA 	Keypress: 5
1539.0245 	DATA 	Keypress: 0
1539.2406 	DATA 	Keypress: 0
1540.8062 	DATA 	Mouse: Left button down, pos=(964,190)
1540.8163 	EXP 	New trial (rep=22, index=10): <Trial 274 (10 in rep 22) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 274, 'thisTrialN': 10, 'thisRepN': 22}>
1540.8298 	EXP 	text: autoDraw = False
1540.8298 	EXP 	textbox: autoDraw = False
1540.8298 	EXP 	polygon: autoDraw = True
1541.0155 	DATA 	Mouse:  Left button up, pos=(964,190)
1541.8306 	INFO 	Keyboard events cleared
1541.8298 	EXP 	polygon: autoDraw = False
1541.8298 	EXP 	polygon_2: autoDraw = True
1543.4349 	DATA 	Keypress: space
1543.4463 	EXP 	polygon: autoDraw = False
1543.4463 	EXP 	polygon_2: autoDraw = False
1544.1302 	EXP 	Sound sound_1 reached end of file
1544.1465 	EXP 	Sound sound_1 started
1544.4448 	EXP 	Sound sound_1 stopped
1544.4625 	EXP 	text: autoDraw = True
1544.4625 	EXP 	textbox: autoDraw = True
1550.2105 	DATA 	Keypress: 3
1550.4399 	DATA 	Keypress: 0
1550.6233 	DATA 	Keypress: 0
1551.5562 	DATA 	Mouse: Left button down, pos=(964,190)
1551.5654 	EXP 	New trial (rep=22, index=11): <Trial 275 (11 in rep 22) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 275, 'thisTrialN': 11, 'thisRepN': 22}>
1551.5796 	EXP 	text: autoDraw = False
1551.5796 	EXP 	textbox: autoDraw = False
1551.5796 	EXP 	polygon: autoDraw = True
1551.7652 	DATA 	Mouse:  Left button up, pos=(964,190)
1552.3487 	DATA 	Keypress: space
1552.5805 	INFO 	Keyboard events cleared
1552.5796 	EXP 	polygon: autoDraw = False
1552.5796 	EXP 	polygon_2: autoDraw = True
1553.6526 	DATA 	Keypress: space
1553.6626 	EXP 	polygon: autoDraw = False
1553.6626 	EXP 	polygon_2: autoDraw = False
1554.3466 	EXP 	Sound sound_1 reached end of file
1554.3629 	EXP 	Sound sound_1 started
1554.6547 	EXP 	Sound sound_1 stopped
1554.6717 	EXP 	text: autoDraw = True
1554.6717 	EXP 	textbox: autoDraw = True
1554.8633 	DATA 	Keypress: 5
1555.0969 	DATA 	Keypress: 0
1555.3067 	DATA 	Keypress: 0
1556.2050 	DATA 	Mouse: Left button down, pos=(964,190)
1556.2089 	EXP 	New trial (rep=23, index=0): <Trial 276 (0 in rep 23) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 276, 'thisTrialN': 0, 'thisRepN': 23}>
1556.2122 	EXP 	text: autoDraw = False
1556.2122 	EXP 	textbox: autoDraw = False
1556.2122 	EXP 	polygon: autoDraw = True
1556.4310 	DATA 	Mouse:  Left button up, pos=(964,190)
1557.0484 	DATA 	Keypress: space
1557.2133 	INFO 	Keyboard events cleared
1557.2125 	EXP 	polygon: autoDraw = False
1557.2125 	EXP 	polygon_2: autoDraw = True
1557.7341 	DATA 	Keypress: space
1557.7458 	EXP 	polygon: autoDraw = False
1557.7458 	EXP 	polygon_2: autoDraw = False
1558.1294 	EXP 	Sound sound_1 reached end of file
1558.1458 	EXP 	Sound sound_1 started
1558.4448 	EXP 	Sound sound_1 stopped
1558.4619 	EXP 	text: autoDraw = True
1558.4619 	EXP 	textbox: autoDraw = True
1558.9085 	DATA 	Keypress: 6
1559.6970 	DATA 	Keypress: 0
1559.8730 	DATA 	Keypress: 0
1560.7981 	DATA 	Mouse: Left button down, pos=(964,190)
1560.8007 	EXP 	New trial (rep=23, index=1): <Trial 277 (1 in rep 23) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 277, 'thisTrialN': 1, 'thisRepN': 23}>
1560.8123 	EXP 	text: autoDraw = False
1560.8123 	EXP 	textbox: autoDraw = False
1560.8123 	EXP 	polygon: autoDraw = True
1561.0318 	DATA 	Mouse:  Left button up, pos=(964,190)
1561.8134 	INFO 	Keyboard events cleared
1561.8124 	EXP 	polygon: autoDraw = False
1561.8124 	EXP 	polygon_2: autoDraw = True
1562.1506 	DATA 	Keypress: space
1562.1622 	EXP 	polygon: autoDraw = False
1562.1622 	EXP 	polygon_2: autoDraw = False
1562.2460 	EXP 	Sound sound_1 reached end of file
1562.2623 	EXP 	Sound sound_1 started
1562.5658 	EXP 	Sound sound_1 stopped
1562.5844 	EXP 	text: autoDraw = True
1562.5844 	EXP 	textbox: autoDraw = True
1562.8913 	DATA 	Keypress: 7
1563.0907 	DATA 	Keypress: 0
1563.2809 	DATA 	Keypress: 0
1564.7474 	DATA 	Mouse: Left button down, pos=(964,190)
1564.7496 	EXP 	New trial (rep=23, index=2): <Trial 278 (2 in rep 23) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 278, 'thisTrialN': 2, 'thisRepN': 23}>
1564.7621 	EXP 	text: autoDraw = False
1564.7621 	EXP 	textbox: autoDraw = False
1564.7621 	EXP 	polygon: autoDraw = True
1564.9650 	DATA 	Mouse:  Left button up, pos=(964,190)
1565.7632 	INFO 	Keyboard events cleared
1565.7623 	EXP 	polygon: autoDraw = False
1565.7623 	EXP 	polygon_2: autoDraw = True
1566.6850 	DATA 	Keypress: space
1566.6954 	EXP 	polygon: autoDraw = False
1566.6954 	EXP 	polygon_2: autoDraw = False
1567.3792 	EXP 	Sound sound_1 reached end of file
1567.3955 	EXP 	Sound sound_1 started
1567.6951 	EXP 	Sound sound_1 stopped
1567.7122 	EXP 	text: autoDraw = True
1567.7122 	EXP 	textbox: autoDraw = True
1567.8745 	DATA 	Keypress: 4
1568.0723 	DATA 	Keypress: 0
1568.2804 	DATA 	Keypress: 0
1569.1891 	DATA 	Mouse: Left button down, pos=(964,190)
1569.1979 	EXP 	New trial (rep=23, index=3): <Trial 279 (3 in rep 23) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 279, 'thisTrialN': 3, 'thisRepN': 23}>
1569.2121 	EXP 	text: autoDraw = False
1569.2121 	EXP 	textbox: autoDraw = False
1569.2121 	EXP 	polygon: autoDraw = True
1569.3979 	DATA 	Mouse:  Left button up, pos=(964,190)
1570.2133 	INFO 	Keyboard events cleared
1570.2122 	EXP 	polygon: autoDraw = False
1570.2122 	EXP 	polygon_2: autoDraw = True
1570.5840 	DATA 	Keypress: space
1570.5953 	EXP 	polygon: autoDraw = False
1570.5953 	EXP 	polygon_2: autoDraw = False
1570.9790 	EXP 	Sound sound_1 reached end of file
1570.9953 	EXP 	Sound sound_1 started
1571.2947 	EXP 	Sound sound_1 stopped
1571.3144 	EXP 	text: autoDraw = True
1571.3144 	EXP 	textbox: autoDraw = True
1571.3751 	DATA 	Keypress: 1
1571.7971 	DATA 	Keypress: 0
1571.9886 	DATA 	Keypress: 0
1573.3125 	DATA 	Mouse: Left button down, pos=(964,190)
1573.3160 	EXP 	New trial (rep=23, index=4): <Trial 280 (4 in rep 23) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 280, 'thisTrialN': 4, 'thisRepN': 23}>
1573.3281 	EXP 	text: autoDraw = False
1573.3281 	EXP 	textbox: autoDraw = False
1573.3281 	EXP 	polygon: autoDraw = True
1573.5465 	DATA 	Mouse:  Left button up, pos=(964,190)
1574.3294 	INFO 	Keyboard events cleared
1574.3285 	EXP 	polygon: autoDraw = False
1574.3285 	EXP 	polygon_2: autoDraw = True
1575.3000 	DATA 	Keypress: space
1575.3116 	EXP 	polygon: autoDraw = False
1575.3116 	EXP 	polygon_2: autoDraw = False
1575.3957 	EXP 	Sound sound_1 reached end of file
1575.4120 	EXP 	Sound sound_1 started
1575.7046 	EXP 	Sound sound_1 stopped
1575.7221 	EXP 	text: autoDraw = True
1575.7221 	EXP 	textbox: autoDraw = True
1577.3088 	DATA 	Keypress: 4
1577.4630 	DATA 	Keypress: 0
1577.6790 	DATA 	Keypress: 0
1578.6249 	DATA 	Mouse: Left button down, pos=(964,190)
1578.6306 	EXP 	New trial (rep=23, index=5): <Trial 281 (5 in rep 23) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 281, 'thisTrialN': 5, 'thisRepN': 23}>
1578.6449 	EXP 	text: autoDraw = False
1578.6449 	EXP 	textbox: autoDraw = False
1578.6449 	EXP 	polygon: autoDraw = True
1578.8321 	DATA 	Mouse:  Left button up, pos=(964,190)
1579.3645 	DATA 	Keypress: space
1579.6459 	INFO 	Keyboard events cleared
1579.6450 	EXP 	polygon: autoDraw = False
1579.6450 	EXP 	polygon_2: autoDraw = True
1580.1001 	DATA 	Keypress: space
1580.1117 	EXP 	polygon: autoDraw = False
1580.1117 	EXP 	polygon_2: autoDraw = False
1580.1952 	EXP 	Sound sound_1 reached end of file
1580.2115 	EXP 	Sound sound_1 started
1580.5046 	EXP 	Sound sound_1 stopped
1580.5239 	EXP 	text: autoDraw = True
1580.5239 	EXP 	textbox: autoDraw = True
1580.8790 	DATA 	Keypress: 5
1581.1227 	DATA 	Keypress: 0
1581.2889 	DATA 	Keypress: 0
1582.2214 	DATA 	Mouse: Left button down, pos=(964,190)
1582.2310 	EXP 	New trial (rep=23, index=6): <Trial 282 (6 in rep 23) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 282, 'thisTrialN': 6, 'thisRepN': 23}>
1582.2448 	EXP 	text: autoDraw = False
1582.2448 	EXP 	textbox: autoDraw = False
1582.2448 	EXP 	polygon: autoDraw = True
1582.4307 	DATA 	Mouse:  Left button up, pos=(964,190)
1583.2460 	INFO 	Keyboard events cleared
1583.2449 	EXP 	polygon: autoDraw = False
1583.2449 	EXP 	polygon_2: autoDraw = True
1583.8171 	DATA 	Keypress: space
1583.8280 	EXP 	polygon: autoDraw = False
1583.8280 	EXP 	polygon_2: autoDraw = False
1584.2123 	EXP 	Sound sound_1 reached end of file
1584.2284 	EXP 	Sound sound_1 started
1584.5248 	EXP 	Sound sound_1 stopped
1584.5423 	EXP 	text: autoDraw = True
1584.5423 	EXP 	textbox: autoDraw = True
1585.0092 	DATA 	Keypress: 3
1585.2788 	DATA 	Keypress: 0
1585.4797 	DATA 	Keypress: 0
1586.3715 	DATA 	Mouse: Left button down, pos=(964,190)
1586.3807 	EXP 	New trial (rep=23, index=7): <Trial 283 (7 in rep 23) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 283, 'thisTrialN': 7, 'thisRepN': 23}>
1586.3946 	EXP 	text: autoDraw = False
1586.3946 	EXP 	textbox: autoDraw = False
1586.3946 	EXP 	polygon: autoDraw = True
1586.5978 	DATA 	Mouse:  Left button up, pos=(964,190)
1587.3955 	INFO 	Keyboard events cleared
1587.3947 	EXP 	polygon: autoDraw = False
1587.3947 	EXP 	polygon_2: autoDraw = True
1589.0162 	DATA 	Keypress: space
1589.0279 	EXP 	polygon: autoDraw = False
1589.0279 	EXP 	polygon_2: autoDraw = False
1589.4117 	EXP 	Sound sound_1 reached end of file
1589.4279 	EXP 	Sound sound_1 started
1589.7249 	EXP 	Sound sound_1 stopped
1589.7425 	EXP 	text: autoDraw = True
1589.7425 	EXP 	textbox: autoDraw = True
1589.8504 	DATA 	Keypress: 4
1590.1221 	DATA 	Keypress: 0
1590.3451 	DATA 	Keypress: 0
1591.2718 	DATA 	Keypress: space
1592.2374 	DATA 	Mouse: Left button down, pos=(964,190)
1592.2471 	EXP 	New trial (rep=23, index=8): <Trial 284 (8 in rep 23) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 284, 'thisTrialN': 8, 'thisRepN': 23}>
1592.2613 	EXP 	text: autoDraw = False
1592.2613 	EXP 	textbox: autoDraw = False
1592.2613 	EXP 	polygon: autoDraw = True
1592.4465 	DATA 	Mouse:  Left button up, pos=(964,190)
1593.2621 	INFO 	Keyboard events cleared
1593.2612 	EXP 	polygon: autoDraw = False
1593.2612 	EXP 	polygon_2: autoDraw = True
1594.9323 	DATA 	Keypress: 5
1595.4495 	DATA 	Keypress: space
1595.4610 	EXP 	polygon: autoDraw = False
1595.4610 	EXP 	polygon_2: autoDraw = False
1596.1446 	EXP 	Sound sound_1 reached end of file
1596.1609 	EXP 	Sound sound_1 started
1596.4551 	EXP 	Sound sound_1 stopped
1596.4732 	EXP 	text: autoDraw = True
1596.4732 	EXP 	textbox: autoDraw = True
1597.2788 	DATA 	Keypress: 9
1597.5619 	DATA 	Keypress: 0
1597.7624 	DATA 	Keypress: 0
1598.9872 	DATA 	Mouse: Left button down, pos=(964,190)
1598.9964 	EXP 	New trial (rep=23, index=9): <Trial 285 (9 in rep 23) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 285, 'thisTrialN': 9, 'thisRepN': 23}>
1599.0106 	EXP 	text: autoDraw = False
1599.0106 	EXP 	textbox: autoDraw = False
1599.0106 	EXP 	polygon: autoDraw = True
1599.1975 	DATA 	Mouse:  Left button up, pos=(964,190)
1600.0117 	INFO 	Keyboard events cleared
1600.0108 	EXP 	polygon: autoDraw = False
1600.0108 	EXP 	polygon_2: autoDraw = True
1600.3328 	DATA 	Keypress: space
1600.3439 	EXP 	polygon: autoDraw = False
1600.3439 	EXP 	polygon_2: autoDraw = False
1601.0277 	EXP 	Sound sound_1 reached end of file
1601.0440 	EXP 	Sound sound_1 started
1601.3446 	EXP 	Sound sound_1 stopped
1601.3628 	EXP 	text: autoDraw = True
1601.3628 	EXP 	textbox: autoDraw = True
1602.3077 	DATA 	Keypress: 4
1602.5117 	DATA 	Keypress: 0
1602.7036 	DATA 	Keypress: 0
1603.6459 	DATA 	Mouse: Left button down, pos=(964,190)
1603.6480 	EXP 	New trial (rep=23, index=10): <Trial 286 (10 in rep 23) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 286, 'thisTrialN': 10, 'thisRepN': 23}>
1603.6607 	EXP 	text: autoDraw = False
1603.6607 	EXP 	textbox: autoDraw = False
1603.6607 	EXP 	polygon: autoDraw = True
1603.8797 	DATA 	Mouse:  Left button up, pos=(964,190)
1604.6617 	INFO 	Keyboard events cleared
1604.6606 	EXP 	polygon: autoDraw = False
1604.6606 	EXP 	polygon_2: autoDraw = True
1605.1657 	DATA 	Keypress: space
1605.1773 	EXP 	polygon: autoDraw = False
1605.1773 	EXP 	polygon_2: autoDraw = False
1605.2610 	EXP 	Sound sound_1 reached end of file
1605.2773 	EXP 	Sound sound_1 started
1605.5748 	EXP 	Sound sound_1 stopped
1605.5931 	EXP 	text: autoDraw = True
1605.5931 	EXP 	textbox: autoDraw = True
1606.0900 	DATA 	Keypress: 3
1606.2616 	DATA 	Keypress: 0
1606.4715 	DATA 	Keypress: 0
1607.4705 	DATA 	Mouse: Left button down, pos=(964,190)
1607.4798 	EXP 	New trial (rep=23, index=11): <Trial 287 (11 in rep 23) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 287, 'thisTrialN': 11, 'thisRepN': 23}>
1607.4939 	EXP 	text: autoDraw = False
1607.4939 	EXP 	textbox: autoDraw = False
1607.4939 	EXP 	polygon: autoDraw = True
1607.6786 	DATA 	Mouse:  Left button up, pos=(964,190)
1608.4942 	INFO 	Keyboard events cleared
1608.4936 	EXP 	polygon: autoDraw = False
1608.4936 	EXP 	polygon_2: autoDraw = True
1609.2153 	DATA 	Keypress: space
1609.2270 	EXP 	polygon: autoDraw = False
1609.2270 	EXP 	polygon_2: autoDraw = False
1609.9108 	EXP 	Sound sound_1 reached end of file
1609.9270 	EXP 	Sound sound_1 started
1610.2247 	EXP 	Sound sound_1 stopped
1610.2431 	EXP 	text: autoDraw = True
1610.2431 	EXP 	textbox: autoDraw = True
1610.9401 	DATA 	Keypress: 3
1611.2037 	DATA 	Keypress: 0
1611.3954 	DATA 	Keypress: 0
1612.7125 	DATA 	Mouse: Left button down, pos=(964,190)
1612.7147 	EXP 	New trial (rep=24, index=0): <Trial 288 (0 in rep 24) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 288, 'thisTrialN': 0, 'thisRepN': 24}>
1612.7268 	EXP 	text: autoDraw = False
1612.7268 	EXP 	textbox: autoDraw = False
1612.7268 	EXP 	polygon: autoDraw = True
1612.9295 	DATA 	Mouse:  Left button up, pos=(964,190)
1613.7278 	INFO 	Keyboard events cleared
1613.7269 	EXP 	polygon: autoDraw = False
1613.7269 	EXP 	polygon_2: autoDraw = True
1614.1988 	DATA 	Keypress: space
1614.2103 	EXP 	polygon: autoDraw = False
1614.2103 	EXP 	polygon_2: autoDraw = False
1614.5939 	EXP 	Sound sound_1 reached end of file
1614.6102 	EXP 	Sound sound_1 started
1614.9047 	EXP 	Sound sound_1 stopped
1614.9217 	EXP 	text: autoDraw = True
1614.9217 	EXP 	textbox: autoDraw = True
1615.2235 	DATA 	Keypress: 6
1615.4544 	DATA 	Keypress: 0
1615.6706 	DATA 	Keypress: 0
1616.8360 	DATA 	Mouse: Left button down, pos=(964,190)
1616.8459 	EXP 	New trial (rep=24, index=1): <Trial 289 (1 in rep 24) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 289, 'thisTrialN': 1, 'thisRepN': 24}>
1616.8602 	EXP 	text: autoDraw = False
1616.8602 	EXP 	textbox: autoDraw = False
1616.8602 	EXP 	polygon: autoDraw = True
1617.0459 	DATA 	Mouse:  Left button up, pos=(964,190)
1617.8607 	INFO 	Keyboard events cleared
1617.8600 	EXP 	polygon: autoDraw = False
1617.8600 	EXP 	polygon_2: autoDraw = True
1617.9648 	DATA 	Keypress: space
1617.9768 	EXP 	polygon: autoDraw = False
1617.9768 	EXP 	polygon_2: autoDraw = False
1618.3605 	EXP 	Sound sound_1 reached end of file
1618.3768 	EXP 	Sound sound_1 started
1618.6749 	EXP 	Sound sound_1 stopped
1618.6915 	EXP 	text: autoDraw = True
1618.6915 	EXP 	textbox: autoDraw = True
1618.8783 	DATA 	Keypress: 1
1619.0374 	DATA 	Keypress: 0
1619.2291 	DATA 	Keypress: 0
1620.6535 	DATA 	Mouse: Left button down, pos=(964,190)
1620.6623 	EXP 	New trial (rep=24, index=2): <Trial 290 (2 in rep 24) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 290, 'thisTrialN': 2, 'thisRepN': 24}>
1620.6765 	EXP 	text: autoDraw = False
1620.6765 	EXP 	textbox: autoDraw = False
1620.6765 	EXP 	polygon: autoDraw = True
1620.8796 	DATA 	Mouse:  Left button up, pos=(964,190)
1621.5461 	DATA 	Keypress: space
1621.6772 	INFO 	Keyboard events cleared
1621.6764 	EXP 	polygon: autoDraw = False
1621.6764 	EXP 	polygon_2: autoDraw = True
1622.9316 	DATA 	Keypress: space
1622.9431 	EXP 	polygon: autoDraw = False
1622.9431 	EXP 	polygon_2: autoDraw = False
1623.6267 	EXP 	Sound sound_1 reached end of file
1623.6429 	EXP 	Sound sound_1 started
1623.9449 	EXP 	Sound sound_1 stopped
1623.9623 	EXP 	text: autoDraw = True
1623.9623 	EXP 	textbox: autoDraw = True
1624.1063 	DATA 	Keypress: 5
1624.3440 	DATA 	Keypress: 0
1624.5536 	DATA 	Keypress: 0
1625.5943 	DATA 	Mouse: Left button down, pos=(964,190)
1625.5964 	EXP 	New trial (rep=24, index=3): <Trial 291 (3 in rep 24) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 291, 'thisTrialN': 3, 'thisRepN': 24}>
1625.6096 	EXP 	text: autoDraw = False
1625.6096 	EXP 	textbox: autoDraw = False
1625.6096 	EXP 	polygon: autoDraw = True
1625.8125 	DATA 	Mouse:  Left button up, pos=(964,190)
1626.6105 	INFO 	Keyboard events cleared
1626.6096 	EXP 	polygon: autoDraw = False
1626.6096 	EXP 	polygon_2: autoDraw = True
1627.2481 	DATA 	Keypress: space
1627.2596 	EXP 	polygon: autoDraw = False
1627.2596 	EXP 	polygon_2: autoDraw = False
1627.3431 	EXP 	Sound sound_1 reached end of file
1627.3594 	EXP 	Sound sound_1 started
1627.6547 	EXP 	Sound sound_1 stopped
1627.6723 	EXP 	text: autoDraw = True
1627.6723 	EXP 	textbox: autoDraw = True
1644.0394 	DATA 	Keypress: 4
1644.2244 	DATA 	Keypress: 0
1644.4200 	DATA 	Keypress: 0
1646.0853 	DATA 	Mouse: Left button down, pos=(964,190)
1646.0945 	EXP 	New trial (rep=24, index=4): <Trial 292 (4 in rep 24) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 292, 'thisTrialN': 4, 'thisRepN': 24}>
1646.1088 	EXP 	text: autoDraw = False
1646.1088 	EXP 	textbox: autoDraw = False
1646.1088 	EXP 	polygon: autoDraw = True
1646.2945 	DATA 	Mouse:  Left button up, pos=(964,190)
1647.1100 	INFO 	Keyboard events cleared
1647.1090 	EXP 	polygon: autoDraw = False
1647.1090 	EXP 	polygon_2: autoDraw = True
1647.2975 	DATA 	Keypress: space
1647.3088 	EXP 	polygon: autoDraw = False
1647.3088 	EXP 	polygon_2: autoDraw = False
1647.3925 	EXP 	Sound sound_1 reached end of file
1647.4088 	EXP 	Sound sound_1 started
1647.7051 	EXP 	Sound sound_1 stopped
1647.7237 	EXP 	text: autoDraw = True
1647.7237 	EXP 	textbox: autoDraw = True
1648.1061 	DATA 	Keypress: 5
1648.2388 	DATA 	Keypress: 0
1648.4204 	DATA 	Keypress: 0
1650.1100 	DATA 	Mouse: Left button down, pos=(976,189)
1650.1121 	EXP 	New trial (rep=24, index=5): <Trial 293 (5 in rep 24) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 293, 'thisTrialN': 5, 'thisRepN': 24}>
1650.1254 	EXP 	text: autoDraw = False
1650.1254 	EXP 	textbox: autoDraw = False
1650.1254 	EXP 	polygon: autoDraw = True
1650.3280 	DATA 	Mouse:  Left button up, pos=(976,189)
1651.1261 	INFO 	Keyboard events cleared
1651.1252 	EXP 	polygon: autoDraw = False
1651.1252 	EXP 	polygon_2: autoDraw = True
1651.4471 	DATA 	Keypress: space
1651.4585 	EXP 	polygon: autoDraw = False
1651.4585 	EXP 	polygon_2: autoDraw = False
1652.1423 	EXP 	Sound sound_1 reached end of file
1652.1585 	EXP 	Sound sound_1 started
1652.4553 	EXP 	Sound sound_1 stopped
1652.4748 	EXP 	text: autoDraw = True
1652.4748 	EXP 	textbox: autoDraw = True
1653.1388 	DATA 	Keypress: 5
1653.4092 	DATA 	Keypress: 0
1653.6756 	DATA 	Keypress: 0
1655.1525 	DATA 	Keypress: space
1657.0603 	DATA 	Mouse: Left button down, pos=(976,189)
1657.0628 	EXP 	New trial (rep=24, index=6): <Trial 294 (6 in rep 24) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 294, 'thisTrialN': 6, 'thisRepN': 24}>
1657.0750 	EXP 	text: autoDraw = False
1657.0750 	EXP 	textbox: autoDraw = False
1657.0750 	EXP 	polygon: autoDraw = True
1657.2774 	DATA 	Mouse:  Left button up, pos=(976,189)
1658.0749 	INFO 	Keyboard events cleared
1658.0745 	EXP 	polygon: autoDraw = False
